114.0,77.0,65.0,80.0
107.0,72.0,65.0,82.0
102.0,67.0,66.0,83.0
101.0,63.0,64.0,81.0
95.0,59.0,65.0,81.0
96.0,59.0,64.0,81.0
94.0,61.0,65.0,81.0
92.0,65.0,64.0,81.0
86.0,71.0,68.0,85.0
82.0,78.0,65.0,81.0
81.0,82.0,64.0,79.0
79.0,84.0,62.0,76.0
73.0,83.0,62.0,76.0
65.0,81.0,64.0,79.0
66.0,77.0,62.0,76.0
68.0,71.0,62.0,77.0
68.0,69.0,61.0,75.0
72.0,69.0,60.0,75.0
74.0,69.0,61.0,76.0
79.0,74.0,59.0,73.0
79.0,78.0,60.0,74.0
80.0,81.0,59.0,72.0
84.0,83.0,58.0,70.0
85.0,85.0,58.0,71.0
89.0,85.0,59.0,72.0
96.0,80.0,58.0,72.0
104.0,76.0,56.0,69.0
107.0,68.0,59.0,73.0
118.0,62.0,58.0,72.0
127.0,58.0,57.0,72.0
135.0,58.0,57.0,72.0
137.0,60.0,60.0,76.0
133.0,63.0,62.0,78.0
138.0,66.0,61.0,76.0
138.0,67.0,61.0,76.0
134.0,70.0,65.0,81.0
139.0,70.0,62.0,77.0
137.0,66.0,63.0,78.0
139.0,65.0,64.0,80.0
139.0,65.0,63.0,79.0
136.0,60.0,63.0,80.0
136.0,62.0,63.0,80.0
136.0,65.0,62.0,78.0
131.0,66.0,65.0,81.0
136.0,67.0,63.0,79.0
131.0,64.0,67.0,84.0
137.0,68.0,62.0,78.0
137.0,67.0,62.0,78.0
139.0,66.0,62.0,78.0
141.0,61.0,63.0,79.0
145.0,58.0,63.0,79.0
151.0,53.0,64.0,81.0
154.0,56.0,61.0,77.0
158.0,61.0,59.0,74.0
159.0,68.0,58.0,72.0
156.0,74.0,59.0,73.0
156.0,76.0,60.0,74.0
152.0,81.0,58.0,71.0
149.0,78.0,59.0,72.0
150.0,69.0,58.0,72.0
157.0,65.0,57.0,71.0
162.0,61.0,57.0,71.0
165.0,66.0,55.0,68.0
168.0,66.0,55.0,68.0
169.0,72.0,51.0,62.0
160.0,75.0,52.0,64.0
154.0,76.0,54.0,66.0
151.0,76.0,52.0,63.0
145.0,77.0,50.0,61.0
134.0,70.0,53.0,65.0
136.0,69.0,49.0,60.0
133.0,63.0,51.0,62.0
136.0,63.0,52.0,64.0
137.0,65.0,50.0,61.0
133.0,64.0,55.0,68.0
136.0,70.0,51.0,62.0
132.0,71.0,54.0,66.0
132.0,71.0,52.0,64.0
131.0,72.0,51.0,62.0
129.0,75.0,48.0,59.0
126.0,70.0,53.0,65.0
128.0,68.0,50.0,62.0
134.0,66.0,49.0,61.0
139.0,65.0,48.0,59.0
145.0,69.0,50.0,61.0
150.0,71.0,49.0,60.0
156.0,71.0,51.0,62.0
164.0,70.0,48.0,59.0
170.0,66.0,50.0,62.0
171.0,65.0,51.0,62.0
175.0,66.0,49.0,60.0
174.0,64.0,49.0,61.0
176.0,58.0,49.0,61.0
176.0,56.0,49.0,60.0
177.0,57.0,47.0,58.0
177.0,55.0,47.0,58.0
176.0,59.0,45.0,56.0
179.0,62.0,47.0,57.0
178.0,71.0,45.0,54.0
173.0,74.0,45.0,55.0
168.0,78.0,44.0,53.0
162.0,77.0,46.0,55.0
156.0,74.0,46.0,56.0
155.0,71.0,47.0,57.0
159.0,65.0,47.0,58.0
161.0,62.0,48.0,59.0
161.0,64.0,48.0,59.0
161.0,68.0,47.0,58.0
161.0,70.0,48.0,59.0
164.0,72.0,47.0,57.0
162.0,77.0,44.0,53.0
161.0,78.0,45.0,54.0
160.0,79.0,46.0,55.0
161.0,83.0,45.0,54.0
168.0,77.0,44.0,53.0
168.0,73.0,44.0,53.0
170.0,74.0,43.0,52.0
174.0,76.0,42.0,50.0
172.0,81.0,42.0,50.0
171.0,85.0,40.0,47.0
168.0,87.0,39.0,46.0
164.0,87.0,40.0,47.0
161.0,87.0,40.0,46.0
161.0,85.0,42.0,50.0
157.0,81.0,42.0,49.0
155.0,78.0,41.0,49.0
148.0,77.0,44.0,52.0
148.0,79.0,39.0,46.0
145.0,73.0,40.0,48.0
143.0,68.0,39.0,46.0
142.0,66.0,41.0,50.0
140.0,71.0,40.0,48.0
141.0,73.0,39.0,46.0
141.0,75.0,39.0,46.0
139.0,77.0,40.0,47.0
136.0,79.0,40.0,47.0
134.0,80.0,42.0,49.0
133.0,79.0,40.0,47.0
137.0,77.0,42.0,49.0
145.0,79.0,39.0,46.0
148.0,80.0,41.0,48.0
156.0,78.0,41.0,48.0
162.0,80.0,39.0,46.0
165.0,78.0,40.0,48.0
167.0,81.0,39.0,46.0
165.0,82.0,39.0,46.0
163.0,83.0,39.0,46.0
170.0,80.0,37.0,43.0
170.0,79.0,37.0,43.0
167.0,78.0,37.0,43.0
161.0,76.0,36.0,42.0
156.0,75.0,34.0,40.0
157.0,77.0,34.0,40.0
157.0,79.0,33.0,38.0
152.0,82.0,34.0,39.0
151.0,84.0,35.0,40.0
152.0,86.0,33.0,38.0
155.0,88.0,30.0,33.0
159.0,91.0,29.0,32.0
160.0,93.0,28.0,29.0
162.0,93.0,28.0,30.0
163.0,93.0,28.0,30.0
161.0,93.0,28.0,30.0
163.0,93.0,27.0,29.0
161.0,92.0,27.0,29.0
161.0,92.0,27.0,29.0
157.0,93.0,27.0,29.0
154.0,87.0,29.0,32.0
152.0,89.0,27.0,29.0
150.0,90.0,27.0,29.0
147.0,88.0,30.0,32.0
145.0,90.0,28.0,31.0
140.0,85.0,33.0,37.0
141.0,86.0,31.0,35.0
139.0,85.0,31.0,35.0
139.0,84.0,32.0,36.0
139.0,82.0,32.0,36.0
142.0,78.0,35.0,41.0
143.0,77.0,35.0,40.0
145.0,78.0,34.0,39.0
149.0,76.0,35.0,41.0
147.0,74.0,38.0,44.0
149.0,78.0,35.0,41.0
144.0,77.0,37.0,43.0
145.0,78.0,36.0,42.0
144.0,75.0,37.0,43.0
144.0,75.0,37.0,44.0
144.0,73.0,37.0,44.0
146.0,72.0,38.0,45.0
143.0,72.0,38.0,45.0
146.0,70.0,39.0,46.0
149.0,68.0,40.0,47.0
149.0,65.0,39.0,47.0
146.0,66.0,38.0,45.0
142.0,65.0,39.0,47.0
141.0,67.0,39.0,47.0
136.0,65.0,42.0,50.0
136.0,69.0,40.0,48.0
134.0,68.0,40.0,48.0
135.0,69.0,42.0,50.0
134.0,67.0,42.0,51.0
141.0,64.0,44.0,53.0
144.0,60.0,43.0,52.0
147.0,58.0,43.0,53.0
151.0,56.0,47.0,58.0
155.0,58.0,46.0,56.0
156.0,59.0,46.0,57.0
160.0,61.0,45.0,55.0
163.0,59.0,46.0,57.0
163.0,55.0,46.0,57.0
165.0,52.0,45.0,56.0
165.0,50.0,48.0,60.0
170.0,51.0,46.0,58.0
169.0,52.0,47.0,58.0
167.0,59.0,46.0,57.0
166.0,64.0,43.0,53.0
157.0,66.0,47.0,57.0
152.0,69.0,44.0,53.0
145.0,68.0,46.0,55.0
140.0,69.0,44.0,53.0
140.0,68.0,45.0,55.0
133.0,64.0,49.0,60.0
137.0,63.0,45.0,54.0
136.0,62.0,46.0,56.0
141.0,64.0,47.0,57.0
144.0,64.0,47.0,58.0
147.0,66.0,46.0,56.0
149.0,70.0,45.0,54.0
150.0,73.0,47.0,57.0
150.0,75.0,48.0,58.0
157.0,75.0,47.0,57.0
160.0,74.0,50.0,60.0
160.0,66.0,51.0,63.0
160.0,62.0,54.0,67.0
162.0,61.0,55.0,69.0
162.0,61.0,55.0,69.0
162.0,61.0,55.0,69.0
164.0,64.0,52.0,65.0
163.0,64.0,52.0,65.0
162.0,60.0,52.0,65.0
161.0,58.0,51.0,64.0
159.0,52.0,56.0,70.0
160.0,48.0,53.0,67.0
154.0,48.0,51.0,65.0
151.0,46.0,55.0,70.0
144.0,49.0,56.0,70.0
141.0,53.0,54.0,68.0
141.0,51.0,54.0,68.0
140.0,53.0,53.0,66.0
139.0,53.0,53.0,67.0
138.0,55.0,51.0,64.0
140.0,54.0,50.0,63.0
140.0,55.0,48.0,59.0
141.0,53.0,49.0,61.0
144.0,53.0,50.0,62.0
144.0,58.0,48.0,59.0
144.0,62.0,49.0,61.0
144.0,64.0,48.0,60.0
143.0,70.0,49.0,60.0
145.0,71.0,49.0,60.0
142.0,69.0,50.0,61.0
146.0,61.0,50.0,62.0
149.0,54.0,48.0,60.0
152.0,51.0,50.0,63.0
152.0,58.0,50.0,62.0
154.0,58.0,52.0,65.0
151.0,64.0,53.0,65.0
150.0,64.0,53.0,65.0
147.0,68.0,53.0,65.0
147.0,69.0,53.0,65.0
149.0,69.0,52.0,65.0
151.0,66.0,49.0,61.0
152.0,67.0,50.0,61.0
151.0,66.0,50.0,62.0
147.0,66.0,51.0,62.0
140.0,66.0,52.0,64.0
138.0,67.0,51.0,62.0
135.0,66.0,50.0,62.0
129.0,67.0,49.0,61.0
125.0,64.0,52.0,64.0
121.0,65.0,49.0,60.0
120.0,64.0,50.0,61.0
123.0,62.0,50.0,61.0
126.0,58.0,48.0,60.0
125.0,56.0,49.0,61.0
130.0,56.0,49.0,61.0
132.0,63.0,47.0,58.0
136.0,66.0,47.0,58.0
138.0,69.0,49.0,60.0
144.0,69.0,49.0,60.0
151.0,67.0,48.0,59.0
157.0,63.0,47.0,58.0
158.0,62.0,45.0,56.0
163.0,57.0,45.0,56.0
165.0,57.0,44.0,54.0
165.0,56.0,47.0,58.0
164.0,58.0,47.0,58.0
165.0,61.0,45.0,56.0
163.0,62.0,46.0,57.0
161.0,65.0,46.0,57.0
158.0,66.0,46.0,56.0
157.0,66.0,45.0,55.0
155.0,64.0,47.0,57.0
153.0,62.0,47.0,58.0
154.0,62.0,46.0,57.0
154.0,60.0,44.0,54.0
155.0,61.0,47.0,58.0
152.0,61.0,48.0,59.0
151.0,62.0,48.0,59.0
152.0,62.0,49.0,60.0
152.0,63.0,49.0,60.0
157.0,64.0,48.0,59.0
158.0,66.0,45.0,55.0
154.0,69.0,47.0,57.0
156.0,69.0,47.0,57.0
155.0,72.0,47.0,57.0
153.0,76.0,48.0,58.0
153.0,79.0,47.0,56.0
153.0,85.0,46.0,55.0
153.0,87.0,45.0,54.0
150.0,86.0,47.0,56.0
147.0,83.0,48.0,58.0
146.0,82.0,48.0,57.0
149.0,82.0,46.0,55.0
148.0,78.0,47.0,57.0
148.0,76.0,47.0,56.0
153.0,74.0,47.0,57.0
157.0,74.0,46.0,55.0
161.0,75.0,46.0,55.0
162.0,76.0,47.0,56.0
163.0,76.0,47.0,57.0
167.0,76.0,46.0,55.0
168.0,74.0,46.0,56.0
169.0,70.0,46.0,56.0
167.0,68.0,46.0,56.0
160.0,64.0,49.0,60.0
158.0,66.0,47.0,57.0
153.0,67.0,47.0,57.0
146.0,69.0,50.0,61.0
141.0,73.0,48.0,59.0
140.0,72.0,47.0,57.0
135.0,74.0,49.0,59.0
130.0,74.0,50.0,61.0
130.0,76.0,46.0,55.0
130.0,75.0,45.0,54.0
128.0,71.0,47.0,57.0
128.0,68.0,47.0,57.0
132.0,67.0,47.0,57.0
135.0,70.0,45.0,54.0
137.0,76.0,45.0,54.0
137.0,79.0,46.0,55.0
145.0,83.0,44.0,53.0
150.0,87.0,43.0,50.0
156.0,87.0,41.0,48.0
158.0,85.0,42.0,49.0
164.0,81.0,43.0,51.0
172.0,81.0,43.0,52.0
173.0,81.0,43.0,52.0
174.0,83.0,45.0,54.0
178.0,86.0,44.0,53.0
178.0,90.0,43.0,51.0
173.0,92.0,42.0,49.0
171.0,90.0,42.0,49.0
165.0,86.0,43.0,50.0
167.0,86.0,40.0,46.0
160.0,86.0,41.0,48.0
160.0,85.0,43.0,50.0
159.0,83.0,43.0,51.0
159.0,85.0,43.0,51.0
157.0,87.0,42.0,50.0
154.0,89.0,42.0,49.0
154.0,87.0,42.0,49.0
153.0,86.0,41.0,48.0
151.0,88.0,40.0,46.0
151.0,87.0,42.0,49.0
153.0,86.0,40.0,46.0
152.0,83.0,42.0,50.0
152.0,80.0,43.0,51.0
154.0,80.0,43.0,51.0
160.0,80.0,41.0,49.0
164.0,84.0,40.0,47.0
168.0,83.0,43.0,50.0
171.0,88.0,45.0,53.0
175.0,92.0,40.0,46.0
176.0,91.0,43.0,50.0
176.0,91.0,42.0,49.0
178.0,89.0,44.0,52.0
180.0,87.0,44.0,52.0
177.0,85.0,45.0,54.0
179.0,84.0,46.0,55.0
